direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,bku,2024-02-05,26.19,24.82,28.84,3.1,24.9,22.83427981410127,28.608581385406094,1264940.0,1196900.0,Banks - Regional
LONG,cenx,2024-02-05,10.7,10.06,11.92,2.0,8.45,35.34499744430625,36.165928376407244,1511320.0,1212640.0,Aluminum
