direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,arhs,2024-04-16,14.73,14.12,15.9,2.9,0.78,29,44,1277520,1130260,Home Improvement Retail
LONG,gps,2024-04-16,21.64,20.7,23.46,3.3,0.77,39,42,9191320,8361380,Apparel Retail
