direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,hood,2024-06-24,22.35,21.37,24.26,102,1.8,0.65,24,55,23139800,13913260,Capital Markets
LONG,sg,2024-06-24,29.67,27.85,33.22,54,2.9,0.59,23,41,3060460,2423540,Restaurants
