direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,pct,2024-11-08,12.44,11.6,14.06,119,2.1,0.55,48,40,6172060,3072640,Pollution & Treatment Controls
