direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
SHORT,hlit,2024-11-12,12.33,12.8,11.45,212,3.1,1.0,29,30,1172020,2887560,Communication Equipment
