direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,smci,2024-07-22,809.52,761.87,902.51,2,3.0,0.82,23,25,6271620,5873260,Computer Hardware
LONG,chwy,2024-07-22,25.93,24.77,28.15,86,1.8,0.78,51,47,8693040,6098000,Internet Retail
