direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,mrcy,2024-08-22,38.51,36.44,42.54,48,1.9,0.86,36,30,1913920,719220,Aerospace & Defense
LONG,spry,2024-08-22,13.63,12.35,16.13,78,2.1,0.63,42,41,2136680,1181380,Biotechnology
