direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,iot,2024-05-28,39.42,38.02,42.1,71,1.8,0.82,31,40,2705420,2544560,Software—Infrastructure
LONG,cvna,2024-05-28,111.11,105.87,121.29,19,2.2,0.55,33,50,5364020,2746340,Auto & Truck Dealerships
