direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
SHORT,rblx,2024-06-03,33.85,34.81,32.03,104,2.2,1.05,18,19,6173200,23345000,Electronic Gaming & Multimedia
SHORT,kss,2024-06-03,22.93,24.5,19.85,63,2.0,1.04,31,17,6468100,12146160,Department Stores
