direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
SHORT,arry,2024-04-30,12.05,12.67,10.86,1.9,1.38,21,20,5039540,6135620,Solar
SHORT,be,2024-04-30,10.73,11.3,9.65,2.7,1.14,25,19,5770200,7535140,Electrical Equipment & Parts
