direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,nova,2024-09-23,11.05,10.27,12.54,128,2.3,0.77,25,42,5095640,4366680,Solar
