direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,iot,2024-04-04,35.41,33.88,38.39,2.7,0.87,19,48,4380600,2934040,Software - Infrastructure
LONG,gps,2024-04-04,26.22,25.36,27.87,2.3,0.63,48,50,9876240,7567237,Apparel Retail
