direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,asan,2025-01-14,19.38,18.31,21.47,93,3.1,0.78,21,50,3904740,2820382,Software - Application
LONG,arqt,2025-01-14,14.14,13.14,16.08,100,1.9,0.76,35,46,2042540,1836335,Biotechnology
