direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,asan,2024-12-31,20.89,19.54,23.53,74,2.3,0.71,35,46,4957700,4360140,Software - Application
