direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,asan,2024-12-30,21.47,19.84,24.67,61,2.9,0.7,38,46,4957700,4939152,Software - Application
