direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,vktx,2024-10-23,62.69,60.25,67.38,40,1.9,0.96,21,26,2298500,2155840,Biotechnology
LONG,chwy,2024-10-23,27.93,26.97,29.75,104,2.1,0.8,16,45,5374360,4733760,Internet Retail
