direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
SHORT,cort,2024-02-12,23.01,23.85,21.39,2.4,26.41,32.055431695744865,25.089133219009614,1129840.0,2010820.0,Biotechnology
SHORT,ionq,2024-02-12,11.04,11.61,9.96,2.4,12.67,14.045331711311494,17.230000379308365,5869500.0,6208620.0,Computer Hardware
