direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
SHORT,lnth,2024-01-05,63.49,65.31,60.02,1.9,76.7,25.179050180272114,18.90487463056589,979020.0,3280320.0,Drug Manufacturers - Specialty & Generic
