direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,mu,2024-07-23,116.45,111.95,125.12,22,3.9,0.87,27,35,26792100,23651520,Semiconductors
LONG,chwy,2024-07-23,25.26,24.18,27.36,92,2.5,0.78,48,47,8693040,4825800,Internet Retail
