direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,app,2024-07-11,85.14,81.87,91.45,30,1.9,0.7,22,44,5241140,2625620,Software—Application
