direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,dell,2024-06-28,141.91,134.73,155.85,13,2.5,0.71,24,60,24573240,14509280,Computer Hardware
