direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
SHORT,cdns,2024-08-13,267.89,280.27,243.93,8,2.0,1.06,29,29,2874340,3136320,Software—Application
SHORT,mrvl,2024-08-13,60.68,64.48,53.25,26,1.8,1.02,38,18,11150460,12998740,Semiconductors
