direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,itci,2024-04-24,74.19,69.45,83.46,2.1,0.85,27,25,2685840,1745380,Drug Manufacturers—Specialty & Generic
LONG,gps,2024-04-24,21.15,20.3,22.79,1.9,0.82,43,38,8126440,6162580,Apparel Retail
