direction,symbol,signal-date,kk,sl,tp,qty,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,anf,2024-07-30,152.14,145.11,165.79,14,2.2,0.81,29,58,3064620,1481100,Apparel Retail
LONG,adma,2024-07-30,12.57,12.01,13.63,178,2.5,0.55,37,78,3630580,3472400,Biotechnology
