direction,symbol,signal-date,kk,sl,tp,distance_tp_atr,sma_200,adx_day,adx_week,up_volume,down_volume,industry
LONG,slg,2024-02-06,44.03,42.09,47.79,2.0,34.51,24.64699228241525,32.56272196911765,1777840.0,1611700.0,REIT—Office
LONG,vno,2024-02-06,25.9,24.86,27.91,3.2,21.45,19.95584401170404,35.482061144214356,2471160.0,2466660.0,REIT—Office
